NARRATIVE,target,split
at|approximately|11:50|two|miner|work|near|rail|load|facility|notice|private|car|enter|facility|and|proceed|to|travel|between|our|rail|and|burlington|northern|main|line|car|become|stuck|on|the|track|driver|get|out|of|the|car|and|off|the|track|just|before|train|struck|his|car,O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|B-person/driver|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car,train
unload|screen|out|of|jon|boat|and|the|wind|caught|the|screen,O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|use|sledge|hammer|to|break|up|piece|of|kiln|ash|when|the|hammer|face|contact|with|the|piece|of|ash|the|employee|felt|something|pop|in|his|left|wrist|and|felt|pain,B-person/employee|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-body_part/arm/wrist/left_wrist|I-body_part/arm/wrist/left_wrist|O|O|O,train
at|about|4:40am|employee|say|he|be|prepare|to|fuel-an-|end|loader|in|the|parking|area|he|be|pull|out|the|hose|on|the|fuel|truck|and|stumble|across|pallet|lie|next|to-the-|loader|cause|him|to|fall|and|fracture|his|right|leg|below|the|knee,O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|B-injury/fracture|O|B-body_part/leg/right_leg|I-body_part/leg/right_leg|O|O|B-body_part/leg/knee,train
employee|be|walk|down|the|step|of|the|anchorage|office|when|he|slip|on|the|2nd|to|the|last|step|fall|on|his|knee|and|side|of|his|body|employee|have|stitch|in|his|knee,B-person/employee|O|B-activity/walking|O|O|O|O|O|O|B-location/office|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee|O|O|O|O|B-body_part/body|B-person/employee|O|O|O|O|O,train
cold|weather|cause|the|bin|to|stop|up|employee|be|use|long|bar|to|dislodge|material|into|the|truck|bed|shortly|after|employee|complain|about|muscle|spasm|in|bicep|of|right|arm,O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-injury/muscle|O|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm,train
"an|unintentional|roof|fall|occur|5,500|outby|the|work|section|in|the|number-|return|entry|one|break|inby|spad|m.2555|the|fall|measure|180|long|20|wide|and|thick|the|fall|do|not|affect|the|travel|of|men|or|the|air|flow",O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O,train
employee|report|wrist|pain|on|8-9-06|but|doesn't|know|or|when|or|how|it|start|doctor|state|the|employee|experienced|wrist|spain|and|the|employee|be|put|on|restriction|for|the|heal|process,B-person/employee|O|B-body_part/arm/wrist|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|B-body_part/arm/wrist|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
employee|be|drive|465|haul|truck|and|be|load|when|buck|be|dumped|and|rock|the|haul|truck|this|cause|pain|in|employee's|neck,B-person/employee|O|B-activity/driving|O|B-vehicle/heavy_vehicle/haul_truck|I-vehicle/heavy_vehicle/haul_truck|O|O|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/haul_truck|I-vehicle/heavy_vehicle/haul_truck|O|O|O|O|O|B-body_part/neck,train
while|lift|valve|into|place|employee|bent|over|to|grab|the|valve|and|strain|his|low|back|he-start-|physical|therapy|5/22/01,O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O,train
the|employee|be|place|belt-scale-|in|the|conveyor|with|another|employee|while|lift|metal|roller|it|turn|over|pinch|his|right|ring|finger|cause|an|open|wound,O|B-person/employee|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|be|found|at|1:00|be|on|12-01-03|block|inby|spad|number|117|in|number|entry|of|the|main|number|entry|be|an|idle|entry|the|fall|be|50|long|10|high|18|wide|in|way|intersection|the|roof|support|be|and|''|fully|grout|resin|bolt|the|date|of|development|be|4-25-2000,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|be|found|2400|outby|the|main|section|near|spad|number|7719|in|the|return|the|fall|be|approximately|60|''|thick|and|20|wide|by|30|long,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|walk|to|his|car|in|the|parking|lot|he|slip|on|ice|and|fell|land|on|his|butt|and|arm,B-person/employee|O|B-activity/walking|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm,train
employee|turn|twist|right|knee|while|stem|blast|hole|doctor-visit-|9/13-right-|knee|strain-orthopedist-|visit|10/13-|suggest|surgery|arizona|request|2nd|opinion-12/13-orthopedist-|visit-suggest-|surgery|surgery|on|1/16/14|incident|become|reportable|incident|on|1/17/14,B-person/employee|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|O|O|O|B-body_part/leg/knee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|injured|on|10/04/2015|and|continued|to|work|until|11/03/2015|when|doctor|change|treatment|and|take|him|off|work|he|be|reinstall|guard|when|he|turn|and|slip|hyperextend|his|right|knee|all|personal|safety|item|be|be|use|it|do|not|involve|compliance|issue|no|equipment|involve|it|do|not|involve|job|proficiency|or|attitude,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|O|O|O|O|O|O|O|O|O,train
employee|be|diagnose|with|left|carpal|tunnel|syndrome|that|be|work|related|on|november|20|2017|buzzi|unicem|usa|conclude|that|employee's|diagnosis|be|new|claim|not|something|that|be|cause|by|previous|injury,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury,train
employee|start|air-conditioner-|unit|and|piece|of|debris|flew|out|and|hit|him|in|right|eye|due|to|the|fact|the|employee|be|in|an|enclose|cab|he|be|not|require|to|wear|safety|glass,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye/right_eye|I-body_part/head/eye/right_eye|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
ensley|central|service|employee|01-03226|be|drilling|hole|in|steel|floor|at|switch|house|at|calera|quarry|01-00050|drill|caught|and|twist|left|and|right|wrist|employee|be|apply|large|amount|of|force|onto|drill|without|enough|leverage|to|keep|drill|under|control,O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
very|windy|employee|be|walk|into|the|shop|when|foreign|object|blew|into|his|eye|scratch|his|cornea|thus|have|to|go|to|the|hospital|and|have|the|particle|remove|and|prescription|eye|drop|give,O|O|B-person/employee|O|B-activity/walking|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O,train
employee|be|pry|on|liner|when|it|come|loose|and|fell|on|employee's|foot|after|walk|around|foot|start|to|swell|employee|be|take|to|the|emergency-room-|and|refer|to|specialist|ongoing,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|B-activity/walking|O|B-body_part/leg/foot|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
approximately|ton|of|rock|material|fell|onto|the|main|head|approximately|2400|in|by|of|portal|number|10|block|truck|traffic|through|this|head|mine-safety-and-health-administration-|inspector|investigate|the|accident|on|the|morning|of|7/13/10|there|be|no|injury|a|result|of|this|incident,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|state|while|stand|on|side|rail|of|ramcar|he|slip|and|fell|back|twist|his|knee,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|B-body_part/leg/knee,train
the|road|be|wet|and|slippery|employee|be|try|to|pas|coal|truck|lose|control|of|his|s10|and|go|to|into|slump|hole|around|marker|number|22.|it|skin|his|cheek|put|laceration|in|his|knee|require|stitch|and|contusion,O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|O|B-body_part/leg/knee|O|O|O|B-injury/bruises/contusion,train
victim|be|stand|between|roof|bolter|and|roofbolter|cable|and|when|the|cable|reel|be|engage|the|cable|jerked|and|knock|him|into|the|frame-of-|the|machine,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|pry|and|lift|with|slate|bar|and|strain|back,B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/back,train
employee|be|use|razor|knife|to|cut|conveyer|belting|the|blade|broke|cause|the|knife|to|slip|and|cut|the|employee's|hand|below|the|thumb|laceration|require|stitch|to|close|the|wound,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|B-body_part/arm/hand/thumb|B-injury/laceration|O|O|O|O|O|O,train
drilling|hole|for|resin|bolt|employee|smash|his|middle|finger|and|nail,O|O|O|O|O|B-person/employee|O|O|O|O|O|O,train
employee|have|her|right|middle|finger|caught|in|the|door|a|it|shut|result|in|fracture|to|the|finger,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture|O|O|O,train
at|approximately|8:55am|the|schindler|elevator|become|inoperable|the|variable-frequency|drive|be|indicate|low|line|power|fault|loose|connection|be|found|on|the|drive|transformer|and|be|repair|the|elevator|be|back|in|operation|around|2pm,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O,train
i've|be|go|since|february|return|on|april|5th|so|this|didn't|get|report|employee|be|help|to|align|shim|under|pillow|block|bearing|when|the|pry|bar|slip|while|tighten|the|belt|cause|the|pillow|block|bearing|to|drop|on|employee's|left|thumb|employee|have|non|displace|fracture|of|distal|phalanx|and|laceration|without|foreign|body|damage|to|nail,O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb/left_thumb|I-body_part/arm/hand/thumb/left_thumb|B-person/employee|O|O|O|B-injury/fracture|O|O|O|O|B-injury/laceration|O|O|B-body_part/body|O|O|O,train
two|olt|truck|driver|close|tailgate|one|driver|get|finger|caught|between|the|tailgate|and|the|truck|body|one|finger|be|smash|and|the|tip|of|another|one|cut|off,O|O|O|O|O|O|O|B-person/driver|O|B-body_part/arm/hand/fingers|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|B-body_part/body|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|step|down|off|piece|of|equipment|and|slip|on|the|bottom|step|strain|his|knee|he|be|place|in|immobilization|device|for|three|of|his|schedule|day|off|he|be|release|to|full|duty|at|that|time|he|return|to|work|on|his|next|regular|schedule|shift|not|require|the|brace,B-person/employee|O|B-accident_cause/stepping|O|O|O|O|B-equipment|O|O|O|O|O|O|O|O|B-body_part/leg/knee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
while|work|with|long|wall|duster|the|employee's|pant|leg|caught|and|uncoupled|pressurize|hose|strike|employee|in|the|left|knee|the|accident|be|cause|by|the|hose|clamp|not|be|secure|by|the|employee|when|assemble|the|employee|do|not|violate|any|rule|regulation|or|policy|the|employee|have|good|attitude|and|be|properly|train|on|the|task,O|O|O|O|O|O|O|O|O|B-body_part/leg|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
inspector|walk|over|to|railroad|spur|to|talk|to|kwt|employee|after|finish|the|conversation|the|inspector|turn|to|walk|away|and|fell|before|resume|the|inspection|inspector|fell|on|the|left|wrist|cause|the|injury,O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/wrist/left_wrist|I-body_part/arm/wrist/left_wrist|O|O|B-injury,train
cleaning|cement|dust|in|finish|mill|bldg|knock|dust|down|and|land|in|face|wash|eye|out-several-|time|at|the|plant|irritation|continued.-take-|employee|to|the|emergency-room-|for|complete|wash|employee|saw|doctor|local|optometrist|the|next|day|follow-up,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
be|get|out|of|haulage|jeep|and|tripped|and|fell|to|the|bottom|strain|his|right|knee,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee,train
150|ft|long|29-ft-|wide|ft|high,O|O|O|O|O|O|O,train
cap|coal|struck|employee|on|right|ankle,O|O|O|B-person/employee|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle,train
employee|state|while|carry|monorail|he|step|on-|broken|cinderblock|and|roll|his|ankle|twist|his|right|knee|place|on|restrict|duty|5/9,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle|O|O|O|B-body_part/leg/knee|O|O|O|O|O,train
employee|be|try|to|remove|pinner|steel|from|the|roof|a|he|jerked|on|the|steel|it|finally|come|out|when|the|steel|come|out|of|the|hole|it|bounce|off|the|pot|and|hit|the|employee|in|the|forehead|cause|laceration,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-injury/laceration,train
employee|be|empty|trash|drum|and|felt|severe-pain-|in|upper|back,B-person/employee|O|O|O|O|O|O|O|O|B-body_part/back/upper_back|I-body_part/back/upper_back,train
employee|be|get|into|loader|slip|on|sill|fall|into|cab|strike|head|and|right|shoulder|on|door|frame,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|O|O,train
employee|go|to|the|clinic|due|to|shoulder|irritation|employee|return|to|work|on|modify|duty|the|doctor|think|the|irritation|may|have|be|cause|by|an|incident|that|occur|in|2011,B-person/employee|O|O|O|O|O|O|B-body_part/arm/shoulder|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
while|cleaning|along|side|screen|plant|particle|of|debris|have|gotten|in|his|eye|flush|impact|eye|numerous|time|the|employee|still|felt|pain|then|sent|him|to|our|medical|center|for|far|treatment,O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O|B-body_part/head/eye|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
the|employee|be|use|torch|to|melt|snow|from|the|head|pulley|on|the|near|pit|crusher|when|the|pulley|caught|the|torch|and|force|his|hand|to|slam|to|the|side|hit|piece|of|angle|iron,O|B-person/employee|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O,train
employee|be|change|at|tilt|cylinder|on|number|left-hand-drive-|cylinder|shift|and|pinch|finger|between|frame|of|machine|and|cylinder|cause|fracture,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture,train
employee|be|bolting|in|an|intersection|and|become|overheat|employee|be|take|to|clinic|and|receive|iv|fluid,B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,train
employee|be|help|load|high-line|cable|in|flatcar|to|be|move|when|he|get|his|foot|caught|between|an|old|piece|of|belt|rubber|lay|in|roadway|and|scoop|bucket|cause|bruise|to|top|of|left|ankle|he|be|treat|with|cold|pack|and|driven|home,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/left_ankle|I-body_part/leg/ankle/left_ankle|O|O|O|O|O|O|O|O|O,train
the|muck|car|be|dumped|at|the|rotary|dump|when|the|hoist|operator|start|out|of|the|rotary|dump|the|hoist|would|not|move|the|contract|electrician|come|out|and|look|at|it|he|tighten|up|some|control|lead|in|the|variable-frequency-drive-|and|the|hoist|operate|at|this|time|he|checked|all|electrical|connection|to|insure|that|they|be|tight,O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|B-person/operator|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
an|unplanned|roof|fall|occur|approximately|3200|from|the|face|in|the|number|entry|at|spad|number|17766|approximately|50'-20'-|all|entry|be|breakered|off|and|the|area|will|be|rehabilitate,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|locate|at|the|bottom|of|highwall|move|hose|when|rock|come|loose|and|hit|his|finger,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
hood|on|d8t|cat|dozer|stuck|open|and|employee|move|it|cause|the|hood|to|slam|shut|it|caught|his|middle|and|ring|finger|between|the|frame|and|the|hood,O|O|O|O|B-vehicle/heavy_vehicle/dozer|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
pillar|fall|occur|in|the|gob|on|the|001|section|and|rode|out|by|the|mobile|roof|support|approximately|15,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
have|snow|and|ice|and|employee|be|cover|bag|in|rail|car|he|turn|and|slip|and|fell|on|his|back,O|O|O|O|O|B-person/employee|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|B-body_part/back,train
employee|be|pick|up|stone|to|stack|when|he|go|to|set|piece|down|he|do|not|get|his|hand|out|from|under|the|stone|and|it|slid|down|and|smash|his|finger|cause|one|to|be|broken,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O,train
the|employee|be|allegedly|bending|over|to|pick|up|cement|sample|bucket|when|he|allegedly|felt|pain-in-|right|side|of|low|back,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|instal|stainless|steel|disconnect|box|18|''|48|''|at|the|north|end|of|conveyor|bc|460.|he|be|remove|the|switch|gear|to|position|and|attach|the|box|to|it|support|he|remove|his|glove|to|get|well|grip|when|he|pull|on|the|gear|his|right|hand|slip|and|the|hand|hit|the|box|cut|the|back|of|the|hand|below|the|little|finger|suture,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|B-body_part/arm/hand|O|O|O|O|O|B-body_part/back|O|O|B-body_part/arm/hand|O|O|O|O|O,train
anfo|rig|be|be|brought|to|the|shop|for|repair|an|engine|malfunction|cause|the|machine|to|start|smoking|smoke|start|to|fill|the|drift|miner|be|evacuate|from|the|drift,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
injured|employee|be|work|on|number|81|diesel|mantrip|and|his|left|hand|come|in|contact|with|the|flywheel|while|the|engine|be|run|employee|suffer|avulsion|to|4th|finger|and|fracture|to|3rd|finger|on|left|hand,O|B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O|O|O|O|O|O|O|B-activity/running|B-person/employee|O|O|O|O|O|O|B-injury/fracture|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,train
roof|fall|occur|in|the|1st|south|panel|at|spad|4+00|in|number|entry|measure|40|foot|long|by|18|foot|wide|by|approximately|foot|high|the|area|be|bolt|with|foot|cable|bolt|and|foot|fully|grout|bolt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|O|O|B-body_part/leg/foot|O|O|O|B-body_part/leg/foot|O|O|O|O|O|O|B-body_part/leg/foot|O|O|O|B-body_part/leg/foot|O|O|O,train
mount|rotary|chain|to|d8|bulldozer|piece-of-|metal|flew|and|puncture|right|wrist,O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/wrist/right_wrist|I-body_part/arm/wrist/right_wrist,train
his|tailgate|would|not|close|mine|employee|of|ours|brought|loader|to|help|close|the|tailgate|injured|held|board|on|the|tailgate|so|it|wouldn't|get|scratch|when|the|loader|make|contact|with-tailgate-|injured's|finger|be|pinch|he|have|cut|that|require|three|stitch,O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
number|hoist|tripped|at|7:45|pm|with|``|drive|converter|''|fault|electrician|come|out|of|the|mine|and|repair|contactor|and|reset|the|hoist|hoist|be|back|in|service|at|9:00|pm|there|be|still|two|escapeways|during|the|incident,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O,train
an|unintentional|roof|fall|occur|at|the|galatia|mine|new|era|portal|on|the|west|headgate|cross-cut|58|between|number|and|number|entry|the|fall|be|approximately|32|long|approximately|12|wide|and|approximately|thick|the|fall|do|not|affect|ventilation|or|passage|of|worker|the|fall|will|not|be|clean|up|fall|number|27,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|B-accident_cause/fall|O|O,train
employee|be|help|the|section|electrician|service|the|right|continuous|miner|when|piece|of|rock|fell|out|between|the|rib|bolt|and|the|inside|bolt|strike|him|on|the|right|side|of|his|head|neck|and|arm,B-person/employee|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|B-body_part/neck|O|B-body_part/arm,train
roof|fall|occur|in|the|main|entry|west|cross-cut|number|entry|long|20|wide|20|thick|10|the|roof|be|bolt|with|point|anchor|pin,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|use|utility|knife|to|cut|piece|of|grease|line|off|bulk|roll|the|blade|of|the|knife|come|out|of|the|holder|cut|the|employee|right|thumb|employee|be|left|hand|the|employee|receive|three|stitch|in|his|right|thumb|and|return|to|duty,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb/right_thumb|I-body_part/arm/hand/thumb/right_thumb|B-person/employee|O|O|O|O|B-person/employee|O|O|O|O|O|B-body_part/arm/hand/thumb/right_thumb|I-body_part/arm/hand/thumb/right_thumb|O|O|O|O,train
the|elevator|at|cook's|branch|be|report|have|problem|10:09am|that|prevent|it|from|operating|properly|it|be|repair|and|return|to|service|at|11:31am|the|mine-safety-and-health-administration-|hotline|be|contact,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
prepare|to|move|rebar|up|for|next|row|of|bolt|rock|fell|from|between|rib|and|outside|bolt|strike|right|side|and|fall|down|onto|right|ankle|cause|injury|take|to|emergency-room-|for|treatment|x-ray|of|right|ankle|positive,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle|O|B-injury|O|O|O|O|O|O|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle|O,train
employee|be|struck|by|shotcrete|fall|from|the|roof,B-person/employee|O|O|O|O|O|O|O|O,train
pull|cable|from|dock|with|forklift|tie|off|rope|snag|and|come|loose|cable|come|forward|abruptly|and|rope|tripped|worker|and|he|fell|go|to|doctor|to|get|checked|out|no|injury|found,O|B-equipment/cables|O|O|O|B-vehicle/light_vehicle/forklift|O|O|O|O|O|O|O|B-equipment/cables|O|O|O|O|O|O|B-person/worker|O|O|O|O|O|O|O|O|O|O|O|B-injury|O,train
drilling|hole|near|bent|bolt|to|replace|it|drill|bit|have|broken|tip|out|on|last|hole|before|he|could|install|new|bit|piece|of|wide|''|-8|''|thick|6'-7|long|shale|fell|in|piece|hit|employee|bending|of|previous|bolt|pry|shale|loose|create|potential|to|fall|which|be|unrecognizable|18|stitch|in|right|hand|and|upper|minimally|displace|fracture|upper|anterior|maxilla,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|B-injury/fracture|O|O|O,train
